prompt_text,inferred_speaker
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Read it aloud,"" said their father, ""for I hardly know myself what it is about.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Then it is, as I always hoped,"" cried Jane; ""they are married!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Is it possible!"" cried Elizabeth, when she had finished. ""Can it be possible that he will marry her?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Wickham is not so undeserving, then, as we have thought him;"" said her sister. ""My dear father, I congratulate you.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And have you answered the letter?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""No; but it must be done soon.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh! my dear father,"" she cried, ""come back, and write immediately. Consider how important every moment is, in such a case.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Let me write for you,"" said Jane, ""if you dislike the trouble yourself.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I dislike it very much,"" he replied; ""but it must be done.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And may I ask?"" said Elizabeth, ""but the terms, I suppose, must be complied with.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Complied with! I am only ashamed of his asking so little.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And they _must_ marry! Yet he is _such_ a man!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Yes, yes, they must marry. There is nothing else to be done. But there are two things that I want very much to know:--one is, how much money your uncle has laid down, to bring it about; and the other, how I am ever to pay him.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Money! my uncle!"" cried Jane, ""what do you mean, Sir?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I mean, that no man in his senses, would marry Lydia on so slight a temptation as one hundred a-year during my life, and fifty after I am gone.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""That is very true,"" said Elizabeth; ""though it had not occurred to me before. His debts to be discharged, and something still to remain! Oh! it must be my uncle's doings! Generous, good man, I am afraid he has distressed himself. A small sum could not do all this.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Elizabeth"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""No,"" said her father, ""Wickham's a fool, if he takes her with a farthing less than ten thousand pounds. I should be sorry to think so ill of him, in the very beginning of our relationship.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Ten thousand pounds! Heaven forbid! How is half such a sum to be repaid?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And they are really to be married!"" cried Elizabeth, as soon as they were by themselves. ""How strange this is! And for _this_ we are to be thankful. That they should marry, small as is their chance of happiness, and wretched as is his character, we are forced to rejoice! Oh, Lydia!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I comfort myself with thinking,"" replied Jane, ""that he certainly would not marry Lydia, if he had not a real regard for her. Though our kind uncle has done something towards clearing him, I cannot believe that ten thousand pounds, or any thing like it, has been advanced. He has children of his own, and may have more. How could he spare half ten thousand pounds?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""If we are ever able to learn what Wickham's debts have been,"" said Elizabeth, ""and how much is settled on his side on our sister, we shall exactly know what Mr. Gardiner has done for them, because Wickham has not sixpence of his own. The kindness of my uncle and aunt can never be requited. Their taking her home, and affording her their personal protection and countenance, is such a sacrifice to her advantage, as years of gratitude cannot enough acknowledge. By this time she is actually with them! If such goodness does not make her miserable now, she will never deserve to be happy! What a meeting for her, when she first sees my aunt!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Character: Elizabeth"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""We must endeavour to forget all that has passed on either side,"" said Jane: ""I hope and trust they will yet be happy. His consenting to marry her is a proof, I will believe, that he is come to a right way of thinking. Their mutual affection will steady them; and I flatter myself they will settle so quietly, and live in so rational a manner, as may in time make their past imprudence forgotten.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Their conduct has been such,"" replied Elizabeth, ""as neither you, nor I, nor any body, can ever forget. It is useless to talk of it.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Just as you please.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""May we take my uncle's letter to read to her?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Take whatever you like, and get away.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""My dear, dear Lydia!"" she cried: ""This is delightful indeed!--She will be married!--I shall see her again!--She will be married at sixteen!--My good, kind brother!--I knew how it would be--I knew he would manage every thing. How I long to see her! and to see dear Wickham too! But the clothes, the wedding clothes! I will write to my sister Gardiner about them directly. Lizzy, my dear, run down to your father, and ask him how much he will give her. Stay, stay, I will go myself. Ring the bell, Kitty, for Hill. I will put on my things in a moment. My dear, dear Lydia!--How merry we shall be together when we meet!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""For we must attribute this happy conclusion,"" she added, ""in a great measure, to his kindness. We are persuaded that he has pledged himself to assist Mr. Wickham with money.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Well,"" cried her mother, ""it is all very right; who should do it but her own uncle? If he had not had a family of his own, I and my children must have had all his money you know, and it is the first time we have ever had any thing from him, except a few presents. Well! I am so happy. In a short time, I shall have a daughter married. Mrs. Wickham! How well it sounds. And she was only sixteen last June. My dear Jane, I am in such a flutter, that I am sure I can't write; so I will dictate, and you write for me. We will settle with your father about the money afterwards; but the things should be ordered immediately.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Answer:
Mrs. Bennet"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I will go to Meryton,"" said she, ""as soon as I am dressed, and tell the good, good news to my sister Philips. And as I come back, I can call on Lady Lucas and Mrs. Long. Kitty, run down and order the carriage. An airing would do me a great deal of good, I am sure. Girls, can I do any thing for you in Meryton? Oh! here comes Hill. My dear Hill, have you heard the good news? Miss Lydia is going to be married; and you shall all have a bowl of punch, to make merry at her wedding.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Haye-Park might do,"" said she, ""if the Gouldings would quit it, or the great house at Stoke, if the drawing-room were larger; but Ashworth is too far off! I could not bear to have her ten miles from me; and as for Purvis Lodge, the attics are dreadful.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Mrs. Bennet, before you take any, or all of these houses, for your son and daughter, let us come to a right understanding. Into _one_ house in this neighbourhood, they shall never have admittance. I will not encourage the impudence of either, by receiving them at Longbourn.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""She is so fond of Mrs. Forster,"" said she, ""it will be quite shocking to send her away! And there are several of the young men, too, that she likes very much. The officers may not be so pleasant in General ----'s regiment.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Only think of its being three months,"" she cried, ""since I went away; it seems but a fortnight I declare; and yet there have been things enough happened in the time. Good gracious! when I went away, I am sure I had no more idea of being married till I came back again! though I thought it would be very good fun if I was.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh! mamma, do the people here abouts know I am married to-day? I was afraid they might not; and we overtook William Goulding in his curricle, so I was determined he should know it, and so I let down the side glass next to him, and took off my glove, and let my hand just rest upon the window frame, so that he might see the ring, and then I bowed and smiled like any thing.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

The speaker is: Mary Crawford"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Ah! Jane, I take your place now, and you must go lower, because I am a married woman.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Well, mamma,"" said she, when they were all returned to the breakfast room, ""and what do you think of my husband? Is not he a charming man? I am sure my sisters must all envy me. I only hope they may have half my good luck. They must all go to Brighton. That is the place to get husbands. What a pity it is, mamma, we did not all go.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", 😊
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Very true; and if I had my will, we should. But my dear Lydia, I don't at all like your going such a way off. Must it be so?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh, lord! yes;--there is nothing in that. I shall like it of all things. You and papa, and my sisters, must come down and see us. We shall be at Newcastle all the winter, and I dare say there will be some balls, and I will take care to get good partners for them all.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I should like it beyond any thing!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And then when you go away, you may leave one or two of my sisters behind you; and I dare say I shall get husbands for them before the winter is over.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I thank you for my share of the favour,"" said Elizabeth; ""but I do not particularly like your way of getting husbands.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Lizzy, I never gave _you_ an account of my wedding, I believe. You were not by, when I told mamma, and the others, all about it. Are not you curious to hear how it was managed?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""No really,"" replied Elizabeth; ""I think there cannot be too little said on the subject.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""La! You are so strange! But I must tell you how it went off. We were married, you know, at St. Clement's, because Wickham's lodgings were in that parish. And it was settled that we should all be there by eleven o'clock. My uncle and aunt and I were to go together; and the others were to meet us at the church. Well, Monday morning came, and I was in such a fuss! I was so afraid you know that something would happen to put it off, and then I should have gone quite distracted. And there was my aunt, all the time I was dressing, preaching and talking away just as if she was reading a sermon. However, I did not hear above one word in ten, for I was thinking, you may suppose, of my dear Wickham. I longed to know whether he would be married in his blue coat.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Character’s name: Elizabeth Bennet"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Well, and so we breakfasted at ten as usual; I thought it would never be over; for, by the bye, you are to understand, that my uncle and aunt were horrid unpleasant all the time I was with them. If you'll believe me, I did not once put my foot out of doors, though I was there a fortnight. Not one party, or scheme, or any thing. To be sure London was rather thin, but however the little Theatre was open. Well, and so just as the carriage came to the door, my uncle was called away upon business to that horrid man Mr. Stone. And then, you know, when once they get together, there is no end of it. Well, I was so frightened I did not know what to do, for my uncle was to give me away; and if we were beyond the hour, we could not be married all day. But, luckily, he came back again in ten minutes time, and then we all set out. However, I recollected afterwards, that if he _had_ been prevented going, the wedding need not be put off, for Mr. Darcy might have done as well.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

The speaker is:

Elizabeth Bennet"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Mr. Darcy!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh, yes!--he was to come there with Wickham, you know. But gracious me! I quite forgot! I ought not to have said a word about it. I promised them so faithfully! What will Wickham say? It was to be such a secret!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""If it was to be secret,"" said Jane, ""say not another word on the subject. You may depend upon my seeking no further.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh! certainly,"" said Elizabeth, though burning with curiosity; ""we will ask you no questions.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Thank you,"" said Lydia, ""for if you did, I should certainly tell you all, and then Wickham would be angry.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Not that I _shall_ though,"" she added to herself, as she finished the letter; ""and my dear aunt, if you do not tell me in an honourable manner, I shall certainly be reduced to tricks and stratagems to find it out.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Answer:
Emma Woodhouse"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I am afraid I interrupt your solitary ramble, my dear sister?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You certainly do,"" she replied with a smile; ""but it does not follow that the interruption must be unwelcome.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I should be sorry indeed, if it were. _We_ were always good friends; and now we are better.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""True. Are the others coming out?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I do not know. Mrs. Bennet and Lydia are going in the carriage to Meryton. And so, my dear sister, I find from our uncle and aunt, that you have actually seen Pemberley.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I almost envy you the pleasure, and yet I believe it would be too much for me, or else I could take it in my way to Newcastle. And you saw the old housekeeper, I suppose? Poor Reynolds, she was always very fond of me. But of course she did not mention my name to you.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Yes, she did.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And what did she say?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""That you were gone into the army, and she was afraid had--not turned out well. At such a distance as _that_, you know, things are strangely misrepresented.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Certainly,""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I was surprised to see Darcy in town last month. We passed each other several times. I wonder what he can be doing there.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Perhaps preparing for his marriage with Miss de Bourgh,"" said Elizabeth. ""It must be something particular, to take him there at this time of year.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Undoubtedly. Did you see him while you were at Lambton? I thought I understood from the Gardiners that you had.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Yes; he introduced us to his sister.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And do you like her?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Very much.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I have heard, indeed, that she is uncommonly improved within this year or two. When I last saw her, she was not very promising. I am very glad you liked her. I hope she will turn out well.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I dare say she will; she has got over the most trying age.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Did you go by the village of Kympton?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I do not recollect that we did.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I mention it, because it is the living which I ought to have had. A most delightful place!--Excellent Parsonage House! It would have suited me in every respect.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""How should you have liked making sermons?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Exceedingly well. I should have considered it as part of my duty, and the exertion would soon have been nothing. One ought not to repine;--but, to be sure, it would have been such a thing for me! The quiet, the retirement of such a life, would have answered all my ideas of happiness! But it was not to be. Did you ever hear Darcy mention the circumstance, when you were in Kent?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I _have_ heard from authority, which I thought _as good_, that it was left you conditionally only, and at the will of the present patron.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You have. Yes, there was something in _that_; I told you so from the first, you may remember.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I _did_ hear, too, that there was a time, when sermon-making was not so palatable to you as it seems to be at present; that you actually declared your resolution of never taking orders, and that the business had been compromised accordingly.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You did! and it was not wholly without foundation. You may remember what I told you on that point, when first we talked of it.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Come, Mr. Wickham, we are brother and sister, you know. Do not let us quarrel about the past. In future, I hope we shall be always of one mind.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh! my dear Lydia,"" she cried, ""when shall we meet again?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh, lord! I don't know. Not these two or three years perhaps.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Write to me very often, my dear.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""As often as I can. But you know married women have never much time for writing. My sisters may write to _me_. They will have nothing else to do.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""He is as fine a fellow,"" said Mr. Bennet, as soon as they were out of the house, ""as ever I saw. He simpers, and smirks, and makes love to us all. I am prodigiously proud of him. I defy even Sir William Lucas himself, to produce a more valuable son-in-law.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I often think,"" said she, ""that there is nothing so bad as parting with one's friends. One seems so forlorn without them.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""This is the consequence you see, Madam, of marrying a daughter,"" said Elizabeth. ""It must make you better satisfied that your other four are single.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""It is no such thing. Lydia does not leave me because she is married; but only because her husband's regiment happens to be so far off. If that had been nearer, she would not have gone so soon.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Answer:
Jane"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Well, well, and so Mr. Bingley is coming down, sister,""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Well, so much the better. Not that I care about it, though. He is nothing to us, you know, and I am sure _I_ never want to see him again. But, however, he is very welcome to come to Netherfield, if he likes it. And who knows what _may_ happen? But that is nothing to us. You know, sister, we agreed long ago never to mention a word about it. And so, is it quite certain he is coming?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You may depend on it,"" replied the other, ""for Mrs. Nicholls was in Meryton last night; I saw her passing by, and went out myself on purpose to know the truth of it; and she told me that it was certain true. He comes down on Thursday at the latest, very likely on Wednesday. She was going to the butcher's, she told me, on purpose to order in some meat on Wednesday, and she has got three couple of ducks, just fit to be killed.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I saw you look at me to-day, Lizzy, when my aunt told us of the present report; and I know I appeared distressed. But don't imagine it was from any silly cause. I was only confused for the moment, because I felt that I _should_ be looked at. I do assure you, that the news does not affect me either with pleasure or pain. I am glad of one thing, that he comes alone; because we shall see the less of him. Not that I am afraid of _myself_, but I dread other people's remarks.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Yet it is hard,"" she sometimes thought, ""that this poor man cannot come to a house, which he has legally hired, without raising all this speculation! I _will_ leave him to himself.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""As soon as ever Mr. Bingley comes, my dear,"" said Mrs. Bennet, ""you will wait on him of course.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""No, no. You forced me into visiting him last year, and promised if I went to see him, he should marry one of my daughters. But it ended in nothing, and I will not be sent on a fool's errand again.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""'Tis an etiquette I despise,"" said he. ""If he wants our society, let him seek it. He knows where we live. I will not spend _my_ hours in running after my neighbours every time they go away, and come back again.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Well, all I know is, that it will be abominably rude if you do not wait on him. But, however, that shan't prevent my asking him to dine here, I am determined. We must have Mrs. Long and the Gouldings soon. That will make thirteen with ourselves, so there will be just room at table for him.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I begin to be sorry that he comes at all,"" said Jane to her sister. ""It would be nothing; I could see him with perfect indifference, but I can hardly bear to hear it thus perpetually talked of. My mother means well; but she does not know, no one can know how much I suffer from what she says. Happy shall I be, when his stay at Netherfield is over!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I wish I could say any thing to comfort you,"" replied Elizabeth; ""but it is wholly out of my power. You must feel it; and the usual satisfaction of preaching patience to a sufferer is denied me, because you have always so much.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""There is a gentleman with him, mamma,"" said Kitty; ""who can it be?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Some acquaintance or other, my dear, I suppose; I am sure I do not know.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""La!"" replied Kitty, ""it looks just like that man that used to be with him before. Mr. what's his name. That tall, proud man.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Good gracious! Mr. Darcy!--and so it does I vow. Well, any friend of Mr. Bingley's will always be welcome here to be sure; but else I must say that I hate the very sight of him.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
